dob_yy,dob_mm,apgar5,births
2015,12,7,6256
2015,12,8,34806
2015,12,9,279365
2015,12,99,1222
2015,2,0,125
2015,2,1,678
2015,2,10,8016
2015,2,2,496
2015,2,3,597
2015,2,4,685
2015,2,5,1224
2015,2,6,2292
2015,2,7,5868
2015,2,8,31785
2015,2,9,245931
2015,2,99,1118
2015,3,0,149
2015,3,1,775
2015,3,10,8797
2015,3,2,531
2015,3,3,620
2015,3,4,786
2015,3,5,1415
2015,3,6,2569
2015,3,7,6258
2015,3,8,34717
2015,3,9,271882
2015,3,99,1215
2015,4,0,109
2015,4,1,797
2015,4,10,8393
2015,4,2,563
2015,4,3,561
2015,4,4,807
2015,4,5,1339
2015,4,6,2526
2015,4,7,6265
2015,4,8,33632
2015,4,9,265471
2015,4,99,1155
2015,5,0,137
2015,5,1,714
2015,5,10,8555
2015,5,2,608
2015,5,3,577
2015,5,4,824
2015,5,5,1364
2015,5,6,2504
2015,5,7,6359
2015,5,8,34610
2015,5,9,271304
2015,5,99,1153
2015,6,0,166
2015,6,1,743
2015,6,10,8635
2015,6,2,535
2015,6,3,561
2015,6,4,846
2015,6,5,1378
2015,6,6,2537
2015,6,7,6389
2015,6,8,34621
2015,6,9,273865
2015,6,99,1124
2015,7,0,168
2015,7,1,806
2015,7,10,8990
2015,7,2,603
2015,7,3,618
2015,7,4,843
2015,7,5,1409
2015,7,6,2763
2015,7,7,6953
2015,7,8,37112
2015,7,9,292810
2015,7,99,1309
2015,8,0,157
2015,8,1,796
2015,8,10,9075
2015,8,2,558
2015,8,3,613
2015,8,4,865
2015,8,5,1411
2015,8,6,2640
2015,8,7,6663
2015,8,8,36687
2015,8,9,292035
2015,8,99,1282
2015,9,0,156
2015,9,1,763
2015,9,10,8705
2015,9,2,550
2015,9,3,592
2015,9,4,823
2015,9,5,1445
2015,9,6,2605
2015,9,7,6710
2015,9,8,35621
2015,9,9,289185
2015,9,99,1324
1980,1,0,204
1980,1,1,425
1980,1,10,70315
1980,1,2,329
1980,1,3,302
1980,1,4,418
1980,1,5,853
1980,1,6,1662
1980,1,7,3770
1980,1,8,15962
1980,1,9,107824
1980,1,99,65410
1980,10,0,194
1980,10,1,541
1980,10,10,70659
1980,10,2,335
1980,10,3,359
1980,10,4,469
1980,10,5,874
1980,10,6,1703
1980,10,7,4291
1980,10,8,17890
1980,10,9,119554
1980,10,99,68257
1980,11,0,157
1980,11,1,441
1980,11,10,64682
1980,11,2,326
1980,11,3,331
1980,11,4,408
1980,11,5,791
1980,11,6,1600
1980,11,7,3922
1980,11,8,16343
1980,11,9,112120
1980,11,99,64015
1980,12,0,165
1980,12,1,419
1980,12,10,66737
1980,12,2,345
1980,12,3,327
1980,12,4,462
1980,12,5,899
1980,12,6,1689
1980,12,7,4011
1980,12,8,17170
1980,12,9,118228
1980,12,99,66897
1980,2,0,155
1980,2,1,413
1980,2,10,66331
1980,2,2,316
1980,2,3,328
1980,2,4,411
1980,2,5,769
1980,2,6,1519
1980,2,7,3611
1980,2,8,15633
1980,2,9,105192
1980,2,99,62148
1980,3,0,176
1980,3,1,506
1980,3,10,70845
1980,3,2,324
1980,3,3,340
1980,3,4,467
1980,3,5,793
1980,3,6,1615
1980,3,7,3967
1980,3,8,16820
1980,3,9,113506
1980,3,99,63720
1980,4,0,193
1980,4,1,455
1980,4,10,67719
1980,4,2,361
1980,4,3,296
1980,4,4,397
1980,4,5,803
1980,4,6,1593
1980,4,7,3773
1980,4,8,16050
1980,4,9,110260
1980,4,99,61007
1980,5,0,180
1980,5,1,498
1980,5,10,67817
1980,5,2,365
1980,5,3,340
1980,5,4,467
1980,5,5,834
1980,5,6,1684
1980,5,7,3817
1980,5,8,16614
1980,5,9,113297
1980,5,99,63178
1980,6,0,204
1980,6,1,521
1980,6,10,68145
1980,6,2,351
1980,6,3,348
1980,6,4,427
1980,6,5,871
1980,6,6,1690
1980,6,7,3965
1980,6,8,16436
1980,6,9,111922
1980,6,99,63638
1980,7,0,185
1980,7,1,483
1980,7,10,75091
1980,7,2,395
1980,7,3,397
1980,7,4,489
1980,7,5,941
1980,7,6,1858
1980,7,7,4362
1980,7,8,17856
1980,7,9,123104
1980,7,99,70002
1980,8,0,173
1980,8,1,508
1980,8,10,74176
1980,8,2,359
1980,8,3,347
1980,8,4,516
1980,8,5,949
1980,8,6,1780
1980,8,7,4353
1980,8,8,18358
1980,8,9,123408
1980,8,99,71208
1980,9,0,204
1980,9,1,498
1980,9,10,73950
1980,9,2,329
1980,9,3,363
1980,9,4,481
1980,9,5,878
1980,9,6,1738
1980,9,7,4077
1980,9,8,17628
1980,9,9,122470
1980,9,99,70881
1993,1,0,225
1993,1,1,513
1993,1,10,31457
1993,1,2,245
1993,1,3,248
1993,1,4,360
1993,1,5,621
1993,1,6,1521
1993,1,7,3862
1993,1,8,17343
1993,1,9,191757
1993,1,99,75268
1993,10,0,236
1993,10,1,542
1993,10,10,30659
1993,10,2,246
1993,10,3,258
1993,10,4,344
1993,10,5,653
1993,10,6,1505
1993,10,7,3761
1993,10,8,17736
1993,10,9,197986
1993,10,99,79387
1993,11,0,181
1993,11,1,491
1993,11,10,28994
1993,11,2,212
1993,11,3,245
1993,11,4,344
1993,11,5,597
1993,11,6,1500
1993,11,7,3575
1993,11,8,16576
1993,11,9,187888
1993,11,99,76148
1993,12,0,201
1993,12,1,542
1993,12,10,30491
1993,12,2,203
1993,12,3,240
1993,12,4,358
1993,12,5,681
1993,12,6,1512
1993,12,7,3784
1993,12,8,17415
1993,12,9,196843
1993,12,99,79207
1993,2,0,151
1993,2,1,469
1993,2,10,29504
1993,2,2,200
1993,2,3,207
1993,2,4,318
1993,2,5,564
1993,2,6,1296
1993,2,7,3584
1993,2,8,16870
1993,2,9,182261
1993,2,99,69523
1993,3,0,200
1993,3,1,561
1993,3,10,33125
1993,3,2,248
1993,3,3,223
1993,3,4,391
1993,3,5,677
1993,3,6,1521
1993,3,7,3885
1993,3,8,18362
1993,3,9,205188
1993,3,99,78137
1993,4,0,192
1993,4,1,517
1993,4,10,31293
1993,4,2,225
1993,4,3,210
1993,4,4,366
1993,4,5,654
1993,4,6,1484
1993,4,7,3796
1993,4,8,18191
1993,4,9,195782
1993,4,99,74662
1993,5,0,203
1993,5,1,523
1993,5,10,32518
1993,5,2,243
1993,5,3,192
1993,5,4,364
1993,5,5,662
1993,5,6,1548
1993,5,7,3894
1993,5,8,18287
1993,5,9,201909
1993,5,99,76025
1993,6,0,206
1993,6,1,547
1993,6,10,32409
1993,6,2,217
1993,6,3,243
1993,6,4,370
1993,6,5,606
1993,6,6,1521
1993,6,7,3785
1993,6,8,17954
1993,6,9,200831
1993,6,99,77014
1993,7,0,199
1993,7,1,537
1993,7,10,33571
1993,7,2,255
1993,7,3,298
1993,7,4,391
1993,7,5,751
1993,7,6,1534
1993,7,7,4212
1993,7,8,18863
1993,7,9,211119
1993,7,99,81219
1993,8,0,182
1993,8,1,497
1993,8,10,32943
1993,8,2,196
1993,8,3,245
1993,8,4,365
1993,8,5,668
1993,8,6,1536
1993,8,7,3887
1993,8,8,19035
1993,8,9,209002
1993,8,99,82750
1993,9,0,189
1993,9,1,532
1993,9,10,32156
1993,9,2,220
1993,9,3,245
1993,9,4,378
1993,9,5,666
1993,9,6,1583
1993,9,7,3980
1993,9,8,18034
1993,9,9,207467
1993,9,99,82949
1987,1,0,286
1987,1,1,533
1987,1,10,41785
1987,1,2,282
1987,1,3,290
1987,1,4,411
1987,1,5,748
1987,1,6,1629
1987,1,7,4085
1987,1,8,19107
1987,1,9,163135
1987,1,99,73043
1987,10,0,189
1987,10,1,554
1987,10,10,44361
1987,10,2,260
1987,10,3,276
1987,10,4,437
1987,10,5,775
1987,10,6,1609
1987,10,7,4135
1987,10,8,19749
1987,10,9,176663
1987,10,99,77726
1987,11,0,190
1987,11,1,522
1987,11,10,40721
1987,11,2,258
1987,11,3,265
1987,11,4,370
1987,11,5,735
1987,11,6,1496
1987,11,7,3846
1987,11,8,18455
1987,11,9,166528
1987,11,99,73271
1987,12,0,183
1987,12,1,476
1987,12,10,42357
1987,12,2,222
1987,12,3,289
1987,12,4,409
1987,12,5,727
1987,12,6,1596
1987,12,7,4194
1987,12,8,18951
1987,12,9,174430
1987,12,99,76738
1987,2,0,182
1987,2,1,478
1987,2,10,39111
1987,2,2,240
1987,2,3,203
1987,2,4,346
1987,2,5,710
1987,2,6,1459
1987,2,7,3733
1987,2,8,17707
1987,2,9,152413
1987,2,99,67181
1987,3,0,190
1987,3,1,551
1987,3,10,43535
1987,3,2,270
1987,3,3,270
1987,3,4,405
1987,3,5,695
1987,3,6,1643
1987,3,7,4219
1987,3,8,19992
1987,3,9,170940
1987,3,99,75071
1987,4,0,194
1987,4,1,523
1987,4,10,42200
1987,4,2,251
1987,4,3,279
1987,4,4,425
1987,4,5,691
1987,4,6,1589
1987,4,7,4034
1987,4,8,19499
1987,4,9,165709
1987,4,99,72672
1987,5,0,223
1987,5,1,601
1987,5,10,44028
1987,5,2,272
1987,5,3,302
1987,5,4,418
1987,5,5,740
1987,5,6,1708
1987,5,7,4366
1987,5,8,19872
1987,5,9,173033
1987,5,99,74548
1987,6,0,220
1987,6,1,580
1987,6,10,44763
1987,6,2,304
1987,6,3,310
1987,6,4,435
1987,6,5,757
1987,6,6,1699
1987,6,7,4186
1987,6,8,19425
1987,6,9,173408
1987,6,99,75270
1987,7,0,211
1987,7,1,578
1987,7,10,45567
1987,7,2,301
1987,7,3,303
1987,7,4,409
1987,7,5,789
1987,7,6,1758
1987,7,7,4355
1987,7,8,20741
1987,7,9,182065
1987,7,99,79641
1987,8,0,204
1987,8,1,561
1987,8,10,44690
1987,8,2,294
1987,8,3,276
1987,8,4,430
1987,8,5,813
1987,8,6,1710
1987,8,7,4248
1987,8,8,20149
1987,8,9,179351
1987,8,99,78962
1987,9,0,196
1987,9,1,596
1987,9,10,45503
1987,9,2,301
1987,9,3,304
1987,9,4,389
1987,9,5,741
1987,9,6,1615
1987,9,7,4229
1987,9,8,19940
1987,9,9,181019
1987,9,99,79602
2000,1,0,216
2000,1,1,457
2000,1,10,19856
2000,1,2,218
2000,1,3,271
2000,1,4,365
2000,1,5,605
2000,1,6,1545
2000,1,7,3921
2000,1,8,17987
2000,1,9,210510
2000,1,99,74562
2000,10,0,219
2000,10,1,495
2000,10,10,19601
2000,10,2,217
2000,10,3,238
2000,10,4,370
2000,10,5,697
2000,10,6,1556
2000,10,7,3927
2000,10,8,18380
2000,10,9,219328
2000,10,99,79361
2000,11,0,167
2000,11,1,495
2000,11,10,18610
2000,11,2,181
2000,11,3,240
2000,11,4,337
2000,11,5,643
2000,11,6,1474
2000,11,7,3704
2000,11,8,17636
2000,11,9,214159
2000,11,99,76646
2000,12,0,208
2000,12,1,478
2000,12,10,18862
2000,12,2,242
2000,12,3,235
2000,12,4,380
2000,12,5,644
2000,12,6,1488
2000,12,7,3816
2000,12,8,18011
2000,12,9,215920
2000,12,99,76909
2000,2,0,197
2000,2,1,442
2000,2,10,19069
2000,2,2,215
2000,2,3,214
2000,2,4,352
2000,2,5,624
2000,2,6,1414
2000,2,7,3693
2000,2,8,17388
2000,2,9,203510
2000,2,99,70573
2000,3,0,207
2000,3,1,490
2000,3,10,20057
2000,3,2,219
2000,3,3,278
2000,3,4,343
2000,3,5,627
2000,3,6,1526
2000,3,7,4026
2000,3,8,18634
2000,3,9,218592
2000,3,99,75933
2000,4,0,190
2000,4,1,534
2000,4,10,18343
2000,4,2,224
2000,4,3,228
2000,4,4,360
2000,4,5,625
2000,4,6,1447
2000,4,7,3845
2000,4,8,17745
2000,4,9,204056
2000,4,99,69936
2000,5,0,206
2000,5,1,499
2000,5,10,20032
2000,5,2,220
2000,5,3,247
2000,5,4,385
2000,5,5,664
2000,5,6,1519
2000,5,7,4126
2000,5,8,18527
2000,5,9,219231
2000,5,99,75948
2000,6,0,223
2000,6,1,554
2000,6,10,20276
2000,6,2,204
2000,6,3,278
2000,6,4,351
2000,6,5,722
2000,6,6,1523
2000,6,7,3943
2000,6,8,18785
2000,6,9,219492
2000,6,99,75254
2000,7,0,250
2000,7,1,474
2000,7,10,20359
2000,7,2,226
2000,7,3,283
2000,7,4,370
2000,7,5,737
2000,7,6,1477
2000,7,7,4035
2000,7,8,18904
2000,7,9,224160
2000,7,99,78154
2000,8,0,223
2000,8,1,513
2000,8,10,20833
2000,8,2,221
2000,8,3,240
2000,8,4,370
2000,8,5,723
2000,8,6,1607
2000,8,7,4172
2000,8,8,19232
2000,8,9,231259
2000,8,99,81145
2000,9,0,203
2000,9,1,503
2000,9,10,20071
2000,9,2,214
2000,9,3,241
2000,9,4,377
2000,9,5,647
2000,9,6,1513
2000,9,7,3819
2000,9,8,18467
2000,9,9,222459
2000,9,99,79590
1984,1,0,178
1984,1,1,494
1984,1,10,50881
1984,1,2,302
1984,1,3,315
1984,1,4,454
1984,1,5,761
1984,1,6,1756
1984,1,7,4527
1984,1,8,19110
1984,1,9,137907
1984,1,99,51046
1984,10,0,212
1984,10,1,539
1984,10,10,53004
1984,10,2,306
1984,10,3,317
1984,10,4,481
1984,10,5,825
1984,10,6,1880
1984,10,7,4726
1984,10,8,20594
1984,10,9,155823
1984,10,99,55623
1984,11,0,206
1984,11,1,530
1984,11,10,48064
1984,11,2,289
1984,11,3,285
1984,11,4,457
1984,11,5,819
1984,11,6,1705
1984,11,7,4308
1984,11,8,18820
1984,11,9,144221
1984,11,99,51707
1984,12,0,179
1984,12,1,485
1984,12,10,48741
1984,12,2,264
1984,12,3,291
1984,12,4,453
1984,12,5,844
1984,12,6,1727
1984,12,7,4416
1984,12,8,19319
1984,12,9,145947
1984,12,99,53254
1984,2,0,172
1984,2,1,491
1984,2,10,49011
1984,2,2,282
1984,2,3,319
1984,2,4,402
1984,2,5,802
1984,2,6,1650
1984,2,7,4217
1984,2,8,18305
1984,2,9,134671
1984,2,99,48121
1984,3,0,216
1984,3,1,540
1984,3,10,51657
1984,3,2,324
1984,3,3,340
1984,3,4,433
1984,3,5,858
1984,3,6,1800
1984,3,7,4480
1984,3,8,20017
1984,3,9,146884
1984,3,99,51001
1984,4,0,212
1984,4,1,527
1984,4,10,48140
1984,4,2,307
1984,4,3,309
1984,4,4,467
1984,4,5,777
1984,4,6,1742
1984,4,7,4296
1984,4,8,18780
1984,4,9,137708
1984,4,99,48480
1984,5,0,193
1984,5,1,575
1984,5,10,50765
1984,5,2,302
1984,5,3,340
1984,5,4,493
1984,5,5,808
1984,5,6,1760
1984,5,7,4417
1984,5,8,19792
1984,5,9,144244
1984,5,99,50485
1984,6,0,193
1984,6,1,590
1984,6,10,50912
1984,6,2,325
1984,6,3,348
1984,6,4,447
1984,6,5,785
1984,6,6,1788
1984,6,7,4524
1984,6,8,19514
1984,6,9,144430
1984,6,99,50269
1984,7,0,223
1984,7,1,547
1984,7,10,54645
1984,7,2,341
1984,7,3,364
1984,7,4,477
1984,7,5,935
1984,7,6,1902
1984,7,7,4842
1984,7,8,21055
1984,7,9,157551
1984,7,99,55707
1984,8,0,212
1984,8,1,598
1984,8,10,56260
1984,8,2,327
1984,8,3,355
1984,8,4,481
1984,8,5,963
1984,8,6,1895
1984,8,7,4859
1984,8,8,21360
1984,8,9,161583
1984,8,99,58322
1984,9,0,234
1984,9,1,549
1984,9,10,54378
1984,9,2,309
1984,9,3,315
1984,9,4,413
1984,9,5,851
1984,9,6,1765
1984,9,7,4464
1984,9,8,20493
1984,9,9,157754
1984,9,99,57113
2012,1,0,139
2012,1,1,711
2012,1,10,10655
2012,1,2,514
2012,1,3,543
2012,1,4,713
2012,1,5,1181
2012,1,6,2154
2012,1,7,5630
2012,1,8,31449
2012,1,9,261781
2012,1,99,1489
2012,10,0,164
2012,10,1,791
2012,10,10,11194
2012,10,2,521
2012,10,3,569
2012,10,4,762
2012,10,5,1254
2012,10,6,2393
2012,10,7,6288
2012,10,8,33687
2012,10,9,287177
2012,10,99,1451
2012,11,0,142
2012,11,1,712
2012,11,10,10487
2012,11,2,506
2012,11,3,519
2012,11,4,780
2012,11,5,1213
2012,11,6,2307
2012,11,7,5899
2012,11,8,32656
2012,11,9,269290
2012,11,99,1299
2012,12,0,133
2012,12,1,780
2012,12,10,10256
2012,12,2,526
2012,12,3,541
2012,12,4,815
2012,12,5,1191
2012,12,6,2286
2012,12,7,6025
2012,12,8,32055
2012,12,9,268844
2012,12,99,1508
2012,2,0,148
2012,2,1,736
2012,2,10,10061
2012,2,2,459
2012,2,3,501
2012,2,4,681
2012,2,5,1051
2012,2,6,2129
2012,2,7,5326
2012,2,8,29789
2012,2,9,252893
2012,2,99,1286
2012,3,0,156
2012,3,1,711
2012,3,10,10641
2012,3,2,500
2012,3,3,543
2012,3,4,677
2012,3,5,1247
2012,3,6,2284
2012,3,7,5872
2012,3,8,32264
2012,3,9,268750
2012,3,99,1299
2012,4,0,146
2012,4,1,775
2012,4,10,10284
2012,4,2,513
2012,4,3,527
2012,4,4,736
2012,4,5,1205
2012,4,6,2175
2012,4,7,5647
2012,4,8,30917
2012,4,9,253045
2012,4,99,1292
2012,5,0,172
2012,5,1,768
2012,5,10,11020
2012,5,2,549
2012,5,3,588
2012,5,4,792
2012,5,5,1205
2012,5,6,2299
2012,5,7,5911
2012,5,8,32892
2012,5,9,273179
2012,5,99,1404
2012,6,0,155
2012,6,1,772
2012,6,10,11023
2012,6,2,526
2012,6,3,534
2012,6,4,763
2012,6,5,1202
2012,6,6,2336
2012,6,7,6042
2012,6,8,32624
2012,6,9,270438
2012,6,99,1396
2012,7,0,157
2012,7,1,779
2012,7,10,11970
2012,7,2,561
2012,7,3,551
2012,7,4,856
2012,7,5,1340
2012,7,6,2492
2012,7,7,6321
2012,7,8,34541
2012,7,9,287072
2012,7,99,1517
2012,8,0,164
2012,8,1,816
2012,8,10,11655
2012,8,2,610
2012,8,3,625
2012,8,4,825
2012,8,5,1398
2012,8,6,2539
2012,8,7,6414
2012,8,8,36219
2012,8,9,299129
2012,8,99,1508
2012,9,0,127
2012,9,1,786
2012,9,10,11457
2012,9,2,544
2012,9,3,514
2012,9,4,793
2012,9,5,1273
2012,9,6,2330
2012,9,7,6059
2012,9,8,33525
2012,9,9,282083
2012,9,99,1410
2016,1,0,169
2016,1,1,712
2016,1,10,7861
2016,1,2,520
2016,1,3,567
2016,1,4,800
2016,1,5,1276
2016,1,6,2382
2016,1,7,5999
2016,1,8,32842
2016,1,9,262986
2016,1,99,1331
2016,10,0,147
2016,10,1,724
2016,10,10,7911
2016,10,2,528
2016,10,3,574
2016,10,4,807
2016,10,5,1327
2016,10,6,2398
2016,10,7,6221
2016,10,8,33216
2016,10,9,276638
2016,10,99,1448
2016,11,0,126
2016,11,1,698
2016,11,10,7617
2016,11,2,531
2016,11,3,572
2016,11,4,767
2016,11,5,1325
2016,11,6,2335
2016,11,7,5972
2016,11,8,32200
2016,11,9,266897
2016,11,99,1218
2016,12,0,133
2016,12,1,651
2016,12,10,7464
2016,12,2,517
2016,12,3,542
2016,12,4,816
2016,12,5,1406
2016,12,6,2497
2016,12,7,6132
2016,12,8,32805
2016,12,9,271237
2016,12,99,1362
2016,2,0,147
2016,2,1,629
2016,2,10,7706
2016,2,2,481
2016,2,3,557
2016,2,4,746
2016,2,5,1279
2016,2,6,2319
2016,2,7,5779
2016,2,8,31783
2016,2,9,254093
2016,2,99,1231
2016,3,0,133
2016,3,1,772
2016,3,10,8133
2016,3,2,564
2016,3,3,572
2016,3,4,785
2016,3,5,1388
2016,3,6,2537
2016,3,7,6198
2016,3,8,33964
2016,3,9,273021
2016,3,99,1274
2016,4,0,144
2016,4,1,728
2016,4,10,7815
2016,4,2,543
2016,4,3,579
2016,4,4,810
2016,4,5,1285
2016,4,6,2467
2016,4,7,6061
2016,4,8,32531
2016,4,9,260096
2016,4,99,1253
2016,5,0,163
2016,5,1,732
2016,5,10,8062
2016,5,2,508
2016,5,3,605
2016,5,4,783
2016,5,5,1277
2016,5,6,2553
2016,5,7,6268
2016,5,8,34043
2016,5,9,272118
2016,5,99,1322
2016,6,0,155
2016,6,1,703
2016,6,10,8215
2016,6,2,580
2016,6,3,576
2016,6,4,775
2016,6,5,1413
2016,6,6,2494
2016,6,7,6231
2016,6,8,34156
2016,6,9,276521
2016,6,99,1347
2016,7,0,167
2016,7,1,777
2016,7,10,8419
2016,7,2,563
2016,7,3,605
2016,7,4,846
2016,7,5,1409
2016,7,6,2658
2016,7,7,6510
2016,7,8,35897
2016,7,9,284372
2016,7,99,1420
2016,8,0,179
2016,8,1,750
2016,8,10,8657
2016,8,2,587
2016,8,3,655
2016,8,4,877
2016,8,5,1445
2016,8,6,2613
2016,8,7,6786
2016,8,8,36923
2016,8,9,297803
2016,8,99,1462
2016,9,0,176
2016,9,1,709
2016,9,10,8276
2016,9,2,549
2016,9,3,606
2016,9,4,757
2016,9,5,1374
2016,9,6,2614
2016,9,7,6516
2016,9,8,34683
2016,9,9,288845
2016,9,99,1420
2017,1,0,158
2017,1,1,731
2017,1,10,7381
2017,1,2,520
2017,1,3,508
2017,1,4,773
2017,1,5,1328
2017,1,6,2425
2017,1,7,5915
2017,1,8,31706
2017,1,9,261904
2017,1,99,1248
2017,10,0,147
2017,10,1,690
2017,10,10,7615
2017,10,2,543
2017,10,3,598
2017,10,4,799
2017,10,5,1329
2017,10,6,2439
2017,10,7,6122
2017,10,8,32973
2017,10,9,276257
2017,10,99,1250
2017,11,0,127
2017,11,1,663
2017,11,10,7026
2017,11,2,491
2017,11,3,554
2017,11,4,749
2017,11,5,1321
2017,11,6,2411
2017,11,7,5897
2017,11,8,31346
2017,11,9,265543
2017,11,99,1152
2017,12,0,151
2017,12,1,686
2017,12,10,6876
2017,12,2,452
2017,12,3,518
2017,12,4,754
2017,12,5,1184
2017,12,6,2428
2017,12,7,5976
2017,12,8,31569
2017,12,9,264796
2017,12,99,1348
2017,2,0,133
2017,2,1,611
2017,2,10,6887
2017,2,2,451
2017,2,3,461
2017,2,4,641
2017,2,5,1166
2017,2,6,2178
2017,2,7,5455
2017,2,8,29238
2017,2,9,241309
2017,2,99,1164
2017,3,0,132
2017,3,1,690
2017,3,10,7503
2017,3,2,515
2017,3,3,583
2017,3,4,731
2017,3,5,1270
2017,3,6,2392
2017,3,7,6002
2017,3,8,32289
2017,3,9,266986
2017,3,99,1234
2017,4,0,157
2017,4,1,692
2017,4,10,7007
2017,4,2,526
2017,4,3,565
2017,4,4,711
2017,4,5,1279
2017,4,6,2371
2017,4,7,5827
2017,4,8,30578
2017,4,9,249919
2017,4,99,1169
2017,5,0,151
2017,5,1,703
2017,5,10,7446
2017,5,2,499
2017,5,3,569
2017,5,4,776
2017,5,5,1363
2017,5,6,2543
2017,5,7,6204
2017,5,8,33060
2017,5,9,268671
2017,5,99,1184
2017,6,0,160
2017,6,1,714
2017,6,10,7623
2017,6,2,541
2017,6,3,568
2017,6,4,756
2017,6,5,1323
2017,6,6,2648
2017,6,7,6239
2017,6,8,33048
2017,6,9,269900
2017,6,99,1113
2017,7,0,150
2017,7,1,672
2017,7,10,7658
2017,7,2,514
2017,7,3,609
2017,7,4,819
2017,7,5,1359
2017,7,6,2590
2017,7,7,6427
2017,7,8,34169
2017,7,9,279514
2017,7,99,1227
2017,8,0,135
2017,8,1,765
2017,8,10,8261
2017,8,2,574
2017,8,3,606
2017,8,4,851
2017,8,5,1422
2017,8,6,2744
2017,8,7,6827
2017,8,8,35916
2017,8,9,293609
2017,8,99,1323
2017,9,0,134
2017,9,1,717
2017,9,10,7717
2017,9,2,556
2017,9,3,591
2017,9,4,779
2017,9,5,1294
2017,9,6,2528
2017,9,7,6503
2017,9,8,33638
2017,9,9,282231
2017,9,99,1324
1981,1,0,177
1981,1,1,462
1981,1,10,67698
1981,1,2,306
1981,1,3,348
1981,1,4,499
1981,1,5,854
1981,1,6,1761
1981,1,7,4395
1981,1,8,17809
1981,1,9,122319
1981,1,99,53405
1981,10,0,195
1981,10,1,566
1981,10,10,67874
1981,10,2,380
1981,10,3,350
1981,10,4,505
1981,10,5,951
1981,10,6,1832
1981,10,7,4535
1981,10,8,19141
1981,10,9,132282
1981,10,99,53973
1981,11,0,155
1981,11,1,501
1981,11,10,62584
1981,11,2,328
1981,11,3,308
1981,11,4,468
1981,11,5,822
1981,11,6,1731
1981,11,7,4244
1981,11,8,18081
1981,11,9,125324
1981,11,99,51096
1981,12,0,167
1981,12,1,487
1981,12,10,65575
1981,12,2,335
1981,12,3,341
1981,12,4,510
1981,12,5,931
1981,12,6,1868
1981,12,7,4387
1981,12,8,18797
1981,12,9,131636
1981,12,99,52519
1981,2,0,165
1981,2,1,439
1981,2,10,62235
1981,2,2,282
1981,2,3,316
1981,2,4,409
1981,2,5,793
1981,2,6,1666
1981,2,7,3929
1981,2,8,16539
1981,2,9,114231
1981,2,99,48997
1981,3,0,206
1981,3,1,491
1981,3,10,68279
1981,3,2,377
1981,3,3,337
1981,3,4,472
1981,3,5,914
1981,3,6,1838
1981,3,7,4345
1981,3,8,18621
1981,3,9,127818
1981,3,99,51924
1981,4,0,187
1981,4,1,541
1981,4,10,64449
1981,4,2,373
1981,4,3,339
1981,4,4,472
1981,4,5,847
1981,4,6,1768
1981,4,7,4284
1981,4,8,17799
1981,4,9,121287
1981,4,99,48492
1981,5,0,199
1981,5,1,518
1981,5,10,66230
1981,5,2,364
1981,5,3,355
1981,5,4,479
1981,5,5,862
1981,5,6,1865
1981,5,7,4360
1981,5,8,18303
1981,5,9,126137
1981,5,99,51159
1981,6,0,185
1981,6,1,547
1981,6,10,66361
1981,6,2,376
1981,6,3,347
1981,6,4,501
1981,6,5,907
1981,6,6,1903
1981,6,7,4481
1981,6,8,18544
1981,6,9,126768
1981,6,99,51277
1981,7,0,191
1981,7,1,592
1981,7,10,73094
1981,7,2,390
1981,7,3,405
1981,7,4,550
1981,7,5,983
1981,7,6,2021
1981,7,7,4824
1981,7,8,20321
1981,7,9,139586
1981,7,99,55995
1981,8,0,185
1981,8,1,572
1981,8,10,73570
1981,8,2,393
1981,8,3,429
1981,8,4,505
1981,8,5,974
1981,8,6,1952
1981,8,7,4683
1981,8,8,20279
1981,8,9,141163
1981,8,99,57280
1981,9,0,184
1981,9,1,570
1981,9,10,70802
1981,9,2,349
1981,9,3,349
1981,9,4,466
1981,9,5,898
1981,9,6,1901
1981,9,7,4594
1981,9,8,19311
1981,9,9,137627
1981,9,99,55765
2013,1,0,145
2013,1,1,747
2013,1,10,9813
2013,1,2,566
2013,1,3,523
2013,1,4,771
2013,1,5,1328
2013,1,6,2295
2013,1,7,6191
2013,1,8,32874
2013,1,9,267603
2013,1,99,1458
2013,10,0,166
2013,10,1,834
2013,10,10,10159
2013,10,2,569
2013,10,3,667
2013,10,4,818
2013,10,5,1376
2013,10,6,2473
2013,10,7,6766
2013,10,8,35232
2013,10,9,280803
2013,10,99,1490
2013,11,0,107
2013,11,1,721
2013,11,10,9357
2013,11,2,555
2013,11,3,569
2013,11,4,788
2013,11,5,1384
2013,11,6,2401
2013,11,7,6097
2013,11,8,32854
2013,11,9,263005
2013,11,99,1395
2013,12,0,151
2013,12,1,737
2013,12,10,9867
2013,12,2,606
2013,12,3,585
2013,12,4,828
2013,12,5,1408
2013,12,6,2532
2013,12,7,6330
2013,12,8,35069
2013,12,9,276706
2013,12,99,1501
2013,2,0,123
2013,2,1,666
2013,2,10,8922
2013,2,2,493
2013,2,3,511
2013,2,4,744
2013,2,5,1161
2013,2,6,2127
2013,2,7,5472
2013,2,8,29667
2013,2,9,241224
2013,2,99,1250
2013,3,0,135
2013,3,1,722
2013,3,10,9692
2013,3,2,553
2013,3,3,546
2013,3,4,800
2013,3,5,1274
2013,3,6,2447
2013,3,7,6088
2013,3,8,33057
