dob_yy,dob_mm,apgar5,births
1986,10,3,286
1986,10,4,397
1986,10,5,768
1986,10,6,1672
1986,10,7,4266
1986,10,8,20132
1986,10,9,168723
1986,10,99,76670
1986,11,0,146
1986,11,1,496
1986,11,10,41417
1986,11,2,271
1986,11,3,262
1986,11,4,404
1986,11,5,764
1986,11,6,1567
1986,11,7,3983
1986,11,8,18147
1986,11,9,155589
1986,11,99,70526
1986,12,0,158
1986,12,1,481
1986,12,10,43977
1986,12,2,279
1986,12,3,241
1986,12,4,384
1986,12,5,728
1986,12,6,1622
1986,12,7,4034
1986,12,8,19248
1986,12,9,166622
1986,12,99,75283
1986,2,0,174
1986,2,1,506
1986,2,10,42283
1986,2,2,290
1986,2,3,281
1986,2,4,398
1986,2,5,694
1986,2,6,1598
1986,2,7,3947
1986,2,8,18669
1986,2,9,147133
1986,2,99,66821
1986,3,0,187
1986,3,1,571
1986,3,10,46472
1986,3,2,281
1986,3,3,274
1986,3,4,448
1986,3,5,805
1986,3,6,1687
1986,3,7,4429
1986,3,8,20775
1986,3,9,164148
1986,3,99,72669
1986,4,0,175
1986,4,1,566
1986,4,10,45015
1986,4,2,274
1986,4,3,270
1986,4,4,417
1986,4,5,807
1986,4,6,1653
1986,4,7,4290
1986,4,8,20153
1986,4,9,159652
1986,4,99,71178
1986,5,0,185
1986,5,1,574
1986,5,10,45722
1986,5,2,335
1986,5,3,301
1986,5,4,421
1986,5,5,808
1986,5,6,1763
1986,5,7,4365
1986,5,8,20610
1986,5,9,166822
1986,5,99,74413
1986,6,0,191
1986,6,1,558
1986,6,10,45039
1986,6,2,267
1986,6,3,312
1986,6,4,475
1986,6,5,780
1986,6,6,1703
1986,6,7,4183
1986,6,8,19724
1986,6,9,161793
1986,6,99,72986
1986,7,0,200
1986,7,1,585
1986,7,10,48425
1986,7,2,308
1986,7,3,322
1986,7,4,424
1986,7,5,850
1986,7,6,1884
1986,7,7,4565
1986,7,8,21561
1986,7,9,176170
1986,7,99,79618
1986,8,0,200
1986,8,1,556
1986,8,10,47980
1986,8,2,292
1986,8,3,320
1986,8,4,451
1986,8,5,862
1986,8,6,1826
1986,8,7,4540
1986,8,8,21674
1986,8,9,175402
1986,8,99,80161
1986,9,0,193
1986,9,1,518
1986,9,10,48325
1986,9,2,270
1986,9,3,331
1986,9,4,453
1986,9,5,787
1986,9,6,1650
1986,9,7,4323
1986,9,8,20795
1986,9,9,177074
1986,9,99,79864
2014,1,0,149
2014,1,1,763
2014,1,10,8949
2014,1,2,601
2014,1,3,631
2014,1,4,883
2014,1,5,1469
2014,1,6,2701
2014,1,7,6826
2014,1,8,36941
2014,1,9,265749
2014,1,99,1492
2014,10,0,150
2014,10,1,738
2014,10,10,9333
2014,10,2,560
2014,10,3,603
2014,10,4,846
2014,10,5,1381
2014,10,6,2522
2014,10,7,6572
2014,10,8,35959
2014,10,9,284308
2014,10,99,1293
2014,11,0,143
2014,11,1,663
2014,11,10,8516
2014,11,2,561
2014,11,3,563
2014,11,4,812
2014,11,5,1354
2014,11,6,2394
2014,11,7,6159
2014,11,8,32722
2014,11,9,263844
2014,11,99,1088
2014,12,0,155
2014,12,1,824
2014,12,10,8987
2014,12,2,529
2014,12,3,592
2014,12,4,793
2014,12,5,1344
2014,12,6,2497
2014,12,7,6460
2014,12,8,35508
2014,12,9,282540
2014,12,99,1265
2014,2,0,138
2014,2,1,737
2014,2,10,8165
2014,2,2,578
2014,2,3,537
2014,2,4,812
2014,2,5,1297
2014,2,6,2313
2014,2,7,6088
2014,2,8,33684
2014,2,9,243318
2014,2,99,1420
2014,3,0,132
2014,3,1,791
2014,3,10,8930
2014,3,2,622
2014,3,3,625
2014,3,4,788
2014,3,5,1445
2014,3,6,2540
2014,3,7,6632
2014,3,8,36266
2014,3,9,264144
2014,3,99,1402
2014,4,0,127
2014,4,1,781
2014,4,10,8648
2014,4,2,584
2014,4,3,574
2014,4,4,830
2014,4,5,1411
2014,4,6,2603
2014,4,7,6516
2014,4,8,35358
2014,4,9,260928
2014,4,99,1428
2014,5,0,152
2014,5,1,859
2014,5,10,9205
2014,5,2,559
2014,5,3,600
2014,5,4,872
2014,5,5,1443
2014,5,6,2598
2014,5,7,6657
2014,5,8,36714
2014,5,9,274325
2014,5,99,1460
2014,6,0,159
2014,6,1,800
2014,6,10,9010
2014,6,2,559
2014,6,3,608
2014,6,4,767
2014,6,5,1299
2014,6,6,2466
2014,6,7,6245
2014,6,8,35234
2014,6,9,268207
2014,6,99,1403
2014,7,0,152
2014,7,1,818
2014,7,10,9748
2014,7,2,659
2014,7,3,622
2014,7,4,866
2014,7,5,1391
2014,7,6,2667
2014,7,7,6895
2014,7,8,37384
2014,7,9,293705
2014,7,99,1539
2014,8,0,138
2014,8,1,776
2014,8,10,9713
2014,8,2,600
2014,8,3,652
2014,8,4,846
2014,8,5,1497
2014,8,6,2727
2014,8,7,6648
2014,8,8,36910
2014,8,9,293116
2014,8,99,1578
2014,9,0,147
2014,9,1,801
2014,9,10,9482
2014,9,2,552
2014,9,3,609
2014,9,4,849
2014,9,5,1430
2014,9,6,2548
2014,9,7,6385
2014,9,8,35472
2014,9,9,289651
2014,9,99,1477
1996,1,0,189
1996,1,1,469
1996,1,10,25159
1996,1,2,218
1996,1,3,217
1996,1,4,320
1996,1,5,654
1996,1,6,1454
1996,1,7,3682
1996,1,8,17171
1996,1,9,192600
1996,1,99,72438
1996,10,0,202
1996,10,1,503
1996,10,10,25049
1996,10,2,219
1996,10,3,256
1996,10,4,369
1996,10,5,670
1996,10,6,1486
1996,10,7,4002
1996,10,8,18361
1996,10,9,207445
1996,10,99,78094
1996,11,0,176
1996,11,1,474
1996,11,10,23215
1996,11,2,209
1996,11,3,251
1996,11,4,326
1996,11,5,592
1996,11,6,1421
1996,11,7,3546
1996,11,8,16614
1996,11,9,190465
1996,11,99,72390
1996,12,0,208
1996,12,1,472
1996,12,10,23846
1996,12,2,185
1996,12,3,230
1996,12,4,330
1996,12,5,604
1996,12,6,1440
1996,12,7,3671
1996,12,8,17378
1996,12,9,199339
1996,12,99,75014
1996,2,0,195
1996,2,1,430
1996,2,10,23771
1996,2,2,168
1996,2,3,209
1996,2,4,309
1996,2,5,626
1996,2,6,1359
1996,2,7,3659
1996,2,8,16459
1996,2,9,187085
1996,2,99,67749
1996,3,0,188
1996,3,1,515
1996,3,10,25510
1996,3,2,208
1996,3,3,246
1996,3,4,331
1996,3,5,662
1996,3,6,1509
1996,3,7,3783
1996,3,8,17492
1996,3,9,199298
1996,3,99,73105
1996,4,0,190
1996,4,1,484
1996,4,10,24339
1996,4,2,231
1996,4,3,227
1996,4,4,343
1996,4,5,636
1996,4,6,1427
1996,4,7,3722
1996,4,8,17181
1996,4,9,193409
1996,4,99,70691
1996,5,0,186
1996,5,1,456
1996,5,10,25639
1996,5,2,213
1996,5,3,247
1996,5,4,355
1996,5,5,661
1996,5,6,1556
1996,5,7,3900
1996,5,8,17631
1996,5,9,201104
1996,5,99,74055
1996,6,0,192
1996,6,1,478
1996,6,10,25144
1996,6,2,239
1996,6,3,222
1996,6,4,353
1996,6,5,656
1996,6,6,1479
1996,6,7,3762
1996,6,8,17715
1996,6,9,196949
1996,6,99,71580
1996,7,0,182
1996,7,1,492
1996,7,10,26764
1996,7,2,226
1996,7,3,292
1996,7,4,418
1996,7,5,641
1996,7,6,1587
1996,7,7,3977
1996,7,8,18744
1996,7,9,213423
1996,7,99,78720
1996,8,0,208
1996,8,1,517
1996,8,10,26476
1996,8,2,236
1996,8,3,263
1996,8,4,361
1996,8,5,681
1996,8,6,1553
1996,8,7,4024
1996,8,8,19026
1996,8,9,213945
1996,8,99,79340
1996,9,0,183
1996,9,1,461
1996,9,10,25683
1996,9,2,191
1996,9,3,220
1996,9,4,330
1996,9,5,668
1996,9,6,1506
1996,9,7,3792
1996,9,8,17874
1996,9,9,208345
1996,9,99,77384
1988,1,0,174
1988,1,1,492
1988,1,10,40728
1988,1,2,260
1988,1,3,255
1988,1,4,384
1988,1,5,682
1988,1,6,1519
1988,1,7,3886
1988,1,8,18822
1988,1,9,169407
1988,1,99,73891
1988,10,0,248
1988,10,1,577
1988,10,10,42220
1988,10,2,305
1988,10,3,298
1988,10,4,442
1988,10,5,780
1988,10,6,1656
1988,10,7,4076
1988,10,8,19670
1988,10,9,181866
1988,10,99,79495
1988,11,0,234
1988,11,1,539
1988,11,10,38979
1988,11,2,253
1988,11,3,256
1988,11,4,425
1988,11,5,757
1988,11,6,1590
1988,11,7,3901
1988,11,8,18395
1988,11,9,173584
1988,11,99,75753
1988,12,0,222
1988,12,1,464
1988,12,10,40235
1988,12,2,283
1988,12,3,270
1988,12,4,372
1988,12,5,700
1988,12,6,1540
1988,12,7,3981
1988,12,8,18870
1988,12,9,177825
1988,12,99,77565
1988,2,0,185
1988,2,1,478
1988,2,10,38412
1988,2,2,266
1988,2,3,206
1988,2,4,364
1988,2,5,654
1988,2,6,1465
1988,2,7,3788
1988,2,8,18271
1988,2,9,164129
1988,2,99,70533
1988,3,0,188
1988,3,1,561
1988,3,10,41823
1988,3,2,251
1988,3,3,255
1988,3,4,419
1988,3,5,712
1988,3,6,1526
1988,3,7,4155
1988,3,8,19582
1988,3,9,177023
1988,3,99,75748
1988,4,0,211
1988,4,1,570
1988,4,10,39440
1988,4,2,239
1988,4,3,269
1988,4,4,391
1988,4,5,660
1988,4,6,1553
1988,4,7,4059
1988,4,8,18757
1988,4,9,169906
1988,4,99,73408
1988,5,0,219
1988,5,1,556
1988,5,10,42010
1988,5,2,283
1988,5,3,250
1988,5,4,430
1988,5,5,764
1988,5,6,1681
1988,5,7,4151
1988,5,8,19766
1988,5,9,179319
1988,5,99,76852
1988,6,0,243
1988,6,1,504
1988,6,10,42470
1988,6,2,271
1988,6,3,298
1988,6,4,400
1988,6,5,719
1988,6,6,1649
1988,6,7,4179
1988,6,8,19737
1988,6,9,182065
1988,6,99,76687
1988,7,0,301
1988,7,1,561
1988,7,10,45004
1988,7,2,310
1988,7,3,316
1988,7,4,410
1988,7,5,791
1988,7,6,1675
1988,7,7,4276
1988,7,8,20642
1988,7,9,191895
1988,7,99,80650
1988,8,0,264
1988,8,1,567
1988,8,10,45093
1988,8,2,256
1988,8,3,282
1988,8,4,478
1988,8,5,847
1988,8,6,1747
1988,8,7,4441
1988,8,8,21097
1988,8,9,195690
1988,8,99,83837
1988,9,0,265
1988,9,1,554
1988,9,10,44508
1988,9,2,276
1988,9,3,290
1988,9,4,409
1988,9,5,741
1988,9,6,1637
1988,9,7,4312
1988,9,8,20248
1988,9,9,191121
1988,9,99,82916
1998,1,0,177
1998,1,1,494
1998,1,10,21858
1998,1,2,207
1998,1,3,239
1998,1,4,368
1998,1,5,641
1998,1,6,1478
1998,1,7,3776
1998,1,8,17485
1998,1,9,199844
1998,1,99,73006
1998,10,0,192
1998,10,1,521
1998,10,10,21689
1998,10,2,217
1998,10,3,235
1998,10,4,360
1998,10,5,668
1998,10,6,1528
1998,10,7,3951
1998,10,8,18057
1998,10,9,209532
1998,10,99,76188
1998,11,0,211
1998,11,1,438
1998,11,10,20108
1998,11,2,229
1998,11,3,209
1998,11,4,315
1998,11,5,629
1998,11,6,1440
1998,11,7,3594
1998,11,8,17208
1998,11,9,197196
1998,11,99,71970
1998,12,0,200
1998,12,1,508
1998,12,10,21648
1998,12,2,216
1998,12,3,234
1998,12,4,345
1998,12,5,657
1998,12,6,1574
1998,12,7,3827
1998,12,8,17835
1998,12,9,210985
1998,12,99,76219
1998,2,0,215
1998,2,1,430
1998,2,10,20151
1998,2,2,185
1998,2,3,240
1998,2,4,314
1998,2,5,609
1998,2,6,1385
1998,2,7,3448
1998,2,8,16628
1998,2,9,189382
1998,2,99,65964
1998,3,0,196
1998,3,1,507
1998,3,10,21892
1998,3,2,195
1998,3,3,233
1998,3,4,361
1998,3,5,684
1998,3,6,1568
1998,3,7,4020
1998,3,8,18397
1998,3,9,209129
1998,3,99,72528
1998,4,0,200
1998,4,1,483
1998,4,10,21381
1998,4,2,208
1998,4,3,244
1998,4,4,342
1998,4,5,631
1998,4,6,1486
1998,4,7,3923
1998,4,8,18023
1998,4,9,202826
1998,4,99,70284
1998,5,0,192
1998,5,1,505
1998,5,10,22168
1998,5,2,214
1998,5,3,275
1998,5,4,376
1998,5,5,671
1998,5,6,1555
1998,5,7,4026
1998,5,8,18406
1998,5,9,210595
1998,5,99,71781
1998,6,0,196
1998,6,1,517
1998,6,10,22431
1998,6,2,223
1998,6,3,244
1998,6,4,358
1998,6,5,645
1998,6,6,1524
1998,6,7,3807
1998,6,8,18433
1998,6,9,207767
1998,6,99,71237
1998,7,0,193
1998,7,1,513
1998,7,10,23579
1998,7,2,239
1998,7,3,262
1998,7,4,398
1998,7,5,711
1998,7,6,1612
1998,7,7,4035
1998,7,8,19088
1998,7,9,220639
1998,7,99,77723
1998,8,0,218
1998,8,1,523
1998,8,10,22969
1998,8,2,234
1998,8,3,247
1998,8,4,348
1998,8,5,653
1998,8,6,1624
1998,8,7,4148
1998,8,8,18643
1998,8,9,217781
1998,8,99,77712
1998,9,0,179
1998,9,1,491
1998,9,10,22732
1998,9,2,203
1998,9,3,222
1998,9,4,340
1998,9,5,649
1998,9,6,1566
1998,9,7,3886
1998,9,8,18420
1998,9,9,217254
1998,9,99,77814
1994,1,0,219
1994,1,1,486
1994,1,10,29400
1994,1,2,198
1994,1,3,247
1994,1,4,347
1994,1,5,621
1994,1,6,1480
1994,1,7,3681
1994,1,8,17175
1994,1,9,191637
1994,1,99,75506
1994,10,0,184
1994,10,1,522
1994,10,10,29394
1994,10,2,190
1994,10,3,220
1994,10,4,354
1994,10,5,702
1994,10,6,1490
1994,10,7,3844
1994,10,8,17493
1994,10,9,198290
1994,10,99,77858
1994,11,0,154
1994,11,1,484
1994,11,10,28003
1994,11,2,204
1994,11,3,221
1994,11,4,327
1994,11,5,626
1994,11,6,1455
1994,11,7,3646
1994,11,8,17064
1994,11,9,191224
1994,11,99,76358
1994,12,0,194
1994,12,1,457
1994,12,10,28517
1994,12,2,208
1994,12,3,214
1994,12,4,332
1994,12,5,666
1994,12,6,1432
1994,12,7,3760
1994,12,8,17259
1994,12,9,197911
1994,12,99,76141
1994,2,0,205
1994,2,1,471
1994,2,10,27479
1994,2,2,215
1994,2,3,198
1994,2,4,321
1994,2,5,602
1994,2,6,1360
1994,2,7,3372
1994,2,8,16342
1994,2,9,181741
1994,2,99,69322
1994,3,0,198
1994,3,1,524
1994,3,10,30720
1994,3,2,199
1994,3,3,242
1994,3,4,338
1994,3,5,683
1994,3,6,1525
1994,3,7,3933
1994,3,8,18459
1994,3,9,205738
1994,3,99,77519
1994,4,0,183
1994,4,1,548
1994,4,10,28809
1994,4,2,250
1994,4,3,217
1994,4,4,345
1994,4,5,593
1994,4,6,1502
1994,4,7,3798
1994,4,8,17210
1994,4,9,192036
1994,4,99,72222
1994,5,0,178
1994,5,1,523
1994,5,10,29943
1994,5,2,211
1994,5,3,242
1994,5,4,344
1994,5,5,697
1994,5,6,1485
1994,5,7,3907
1994,5,8,17746
1994,5,9,200179
1994,5,99,75145
1994,6,0,185
1994,6,1,500
1994,6,10,29963
1994,6,2,222
1994,6,3,250
1994,6,4,355
1994,6,5,667
1994,6,6,1566
1994,6,7,3768
1994,6,8,17635
1994,6,9,200273
1994,6,99,74702
1994,7,0,196
1994,7,1,561
1994,7,10,31280
1994,7,2,255
1994,7,3,249
1994,7,4,363
1994,7,5,682
1994,7,6,1539
1994,7,7,3972
1994,7,8,18632
1994,7,9,210457
1994,7,99,78039
1994,8,0,203
1994,8,1,500
1994,8,10,31381
1994,8,2,232
1994,8,3,253
1994,8,4,361
1994,8,5,694
1994,8,6,1609
1994,8,7,4046
1994,8,8,18706
1994,8,9,213117
1994,8,99,81478
1994,9,0,187
1994,9,1,500
1994,9,10,30511
1994,9,2,208
1994,9,3,226
1994,9,4,342
1994,9,5,618
1994,9,6,1497
1994,9,7,3872
1994,9,8,17858
1994,9,9,204813
1994,9,99,78988
1990,1,0,214
1990,1,1,605
1990,1,10,38306
1990,1,2,273
1990,1,3,288
1990,1,4,436
1990,1,5,736
1990,1,6,1709
1990,1,7,4075
1990,1,8,18897
1990,1,9,189835
1990,1,99,80275
1990,10,0,210
1990,10,1,555
1990,10,10,38437
1990,10,2,274
1990,10,3,278
1990,10,4,392
1990,10,5,707
1990,10,6,1665
1990,10,7,4177
1990,10,8,19702
1990,10,9,200225
1990,10,99,86990
1990,11,0,176
1990,11,1,543
1990,11,10,35771
1990,11,2,227
1990,11,3,274
1990,11,4,372
1990,11,5,692
1990,11,6,1481
1990,11,7,3904
1990,11,8,18361
1990,11,9,189294
1990,11,99,82456
1990,12,0,200
1990,12,1,537
1990,12,10,36018
1990,12,2,246
1990,12,3,262
1990,12,4,357
1990,12,5,688
1990,12,6,1542
1990,12,7,3844
1990,12,8,18662
1990,12,9,192105
1990,12,99,82590
1990,2,0,171
1990,2,1,529
1990,2,10,35529
1990,2,2,244
1990,2,3,246
1990,2,4,365
1990,2,5,658
1990,2,6,1561
1990,2,7,3758
1990,2,8,17876
1990,2,9,177763
1990,2,99,74230
1990,3,0,222
1990,3,1,590
1990,3,10,39700
1990,3,2,257
1990,3,3,252
1990,3,4,389
1990,3,5,726
1990,3,6,1636
1990,3,7,4178
1990,3,8,19644
1990,3,9,200300
1990,3,99,83068
1990,4,0,209
1990,4,1,590
1990,4,10,37838
1990,4,2,264
1990,4,3,247
1990,4,4,378
1990,4,5,684
1990,4,6,1632
1990,4,7,4099
1990,4,8,18897
1990,4,9,192209
1990,4,99,79697
1990,5,0,185
1990,5,1,568
1990,5,10,39587
1990,5,2,270
1990,5,3,244
1990,5,4,409
1990,5,5,797
1990,5,6,1784
1990,5,7,4228
1990,5,8,20057
1990,5,9,201716
1990,5,99,84648
1990,6,0,209
1990,6,1,557
1990,6,10,38769
1990,6,2,269
1990,6,3,285
1990,6,4,393
1990,6,5,758
1990,6,6,1557
1990,6,7,4132
1990,6,8,19194
1990,6,9,199148
1990,6,99,82469
1990,7,0,215
1990,7,1,588
1990,7,10,41579
1990,7,2,289
1990,7,3,284
1990,7,4,448
1990,7,5,754
1990,7,6,1689
1990,7,7,4358
1990,7,8,20386
1990,7,9,209495
1990,7,99,88022
1990,8,0,214
1990,8,1,548
1990,8,10,40471
1990,8,2,297
1990,8,3,276
1990,8,4,447
1990,8,5,760
1990,8,6,1734
1990,8,7,4295
1990,8,8,20521
1990,8,9,212876
1990,8,99,90507
1990,9,0,218
1990,9,1,555
1990,9,10,39803
1990,9,2,247
1990,9,3,288
1990,9,4,370
1990,9,5,714
1990,9,6,1673
1990,9,7,4155
1990,9,8,19432
1990,9,9,204193
1990,9,99,87484
2001,1,0,188
2001,1,1,494
2001,1,10,18560
2001,1,2,210
2001,1,3,249
2001,1,4,358
2001,1,5,590
2001,1,6,1467
2001,1,7,3918
2001,1,8,18006
2001,1,9,215094
2001,1,99,76478
2001,10,0,172
2001,10,1,427
2001,10,10,18114
2001,10,2,222
2001,10,3,251
2001,10,4,334
2001,10,5,727
2001,10,6,1430
2001,10,7,3915
2001,10,8,18098
2001,10,9,221326
2001,10,99,79583
2001,11,0,193
2001,11,1,424
2001,11,10,16934
2001,11,2,198
2001,11,3,215
2001,11,4,318
2001,11,5,633
2001,11,6,1368
2001,11,7,3718
2001,11,8,17066
2001,11,9,208413
2001,11,99,74734
2001,12,0,178
2001,12,1,491
2001,12,10,17458
2001,12,2,210
2001,12,3,209
2001,12,4,335
2001,12,5,627
2001,12,6,1430
2001,12,7,3723
2001,12,8,17484
2001,12,9,209726
2001,12,99,75125
2001,2,0,194
2001,2,1,455
2001,2,10,17003
2001,2,2,168
2001,2,3,211
2001,2,4,311
2001,2,5,582
2001,2,6,1306
2001,2,7,3544
2001,2,8,16120
2001,2,9,196350
2001,2,99,67655
2001,3,0,183
2001,3,1,522
2001,3,10,18757
2001,3,2,226
2001,3,3,211
2001,3,4,342
2001,3,5,643
2001,3,6,1515
2001,3,7,3900
2001,3,8,18227
2001,3,9,219937
2001,3,99,74625
2001,4,0,196
2001,4,1,527
2001,4,10,17729
2001,4,2,213
2001,4,3,216
2001,4,4,324
2001,4,5,632
2001,4,6,1418
2001,4,7,3745
2001,4,8,17533
2001,4,9,210172
2001,4,99,71334
2001,5,0,197
2001,5,1,558
2001,5,10,18592
2001,5,2,246
2001,5,3,252
2001,5,4,319
2001,5,5,614
2001,5,6,1456
2001,5,7,4007
2001,5,8,18543
2001,5,9,224238
2001,5,99,75471
2001,6,0,214
2001,6,1,495
2001,6,10,18018
2001,6,2,234
2001,6,3,210
2001,6,4,310
2001,6,5,631
2001,6,6,1439
2001,6,7,3926
2001,6,8,17582
2001,6,9,214935
2001,6,99,73543
2001,7,0,190
2001,7,1,496
2001,7,10,19374
2001,7,2,242
2001,7,3,253
2001,7,4,350
2001,7,5,691
2001,7,6,1554
2001,7,7,3854
2001,7,8,18834
2001,7,9,227404
2001,7,99,78344
2001,8,0,189
2001,8,1,513
2001,8,10,19739
2001,8,2,207
2001,8,3,248
2001,8,4,343
2001,8,5,684
2001,8,6,1619
2001,8,7,4103
2001,8,8,19376
2001,8,9,232732
2001,8,99,82629
2001,9,0,172
2001,9,1,437
2001,9,10,17962
2001,9,2,196
2001,9,3,238
2001,9,4,317
2001,9,5,623
2001,9,6,1474
2001,9,7,3734
2001,9,8,18025
2001,9,9,221310
2001,9,99,78598
1997,1,0,201
1997,1,1,473
1997,1,10,23362
1997,1,2,211
1997,1,3,221
1997,1,4,344
1997,1,5,667
1997,1,6,1431
1997,1,7,3779
1997,1,8,17265
1997,1,9,196725
1997,1,99,72820
1997,10,0,222
1997,10,1,540
1997,10,10,22887
1997,10,2,199
1997,10,3,246
1997,10,4,370
1997,10,5,645
1997,10,6,1560
1997,10,7,3769
1997,10,8,18059
1997,10,9,206099
1997,10,99,74355
1997,11,0,215
1997,11,1,433
1997,11,10,21063
1997,11,2,206
1997,11,3,260
1997,11,4,342
1997,11,5,581
1997,11,6,1476
1997,11,7,3641
1997,11,8,16903
1997,11,9,191721
1997,11,99,70748
1997,12,0,252
1997,12,1,468
1997,12,10,22696
1997,12,2,209
1997,12,3,230
1997,12,4,354
1997,12,5,662
1997,12,6,1524
1997,12,7,3760
1997,12,8,17562
1997,12,9,206061
1997,12,99,75824
1997,2,0,150
1997,2,1,449
1997,2,10,21473
1997,2,2,219
1997,2,3,217
1997,2,4,306
1997,2,5,624
1997,2,6,1343
1997,2,7,3393
1997,2,8,15668
1997,2,9,182133
1997,2,99,65820
1997,3,0,191
1997,3,1,503
1997,3,10,23426
1997,3,2,224
1997,3,3,248
1997,3,4,342
1997,3,5,596
1997,3,6,1531
1997,3,7,3781
1997,3,8,17841
1997,3,9,200835
1997,3,99,71965
1997,4,0,184
1997,4,1,480
1997,4,10,22463
1997,4,2,200
1997,4,3,227
1997,4,4,346
1997,4,5,651
1997,4,6,1458
1997,4,7,3762
1997,4,8,17852
1997,4,9,197536
1997,4,99,69300
1997,5,0,174
1997,5,1,494
1997,5,10,24001
1997,5,2,218
1997,5,3,235
1997,5,4,357
1997,5,5,605
1997,5,6,1616
1997,5,7,3774
1997,5,8,18394
1997,5,9,207557
1997,5,99,73175
1997,6,0,208
1997,6,1,484
1997,6,10,23350
1997,6,2,209
1997,6,3,224
1997,6,4,346
1997,6,5,649
1997,6,6,1432
1997,6,7,3770
1997,6,8,17752
1997,6,9,202425
1997,6,99,71320
1997,7,0,216
1997,7,1,469
1997,7,10,25099
1997,7,2,195
1997,7,3,257
1997,7,4,336
1997,7,5,708
1997,7,6,1530
1997,7,7,4033
1997,7,8,19200
1997,7,9,217032
1997,7,99,77739
1997,8,0,203
1997,8,1,506
1997,8,10,23908
1997,8,2,215
1997,8,3,257
1997,8,4,354
1997,8,5,710
1997,8,6,1536
1997,8,7,3998
1997,8,8,18461
1997,8,9,211501
1997,8,99,77807
1997,9,0,232
1997,9,1,479
1997,9,10,23782
1997,9,2,224
1997,9,3,224
1997,9,4,323
1997,9,5,693
1997,9,6,1489
1997,9,7,3855
1997,9,8,17772
1997,9,9,208328
1997,9,99,76511
2010,1,0,196
2010,1,1,709
2010,1,10,11194
2010,1,2,548
2010,1,3,631
2010,1,4,711
2010,1,5,1232
2010,1,6,2333
2010,1,7,6351
2010,1,8,35125
2010,1,9,263056
2010,1,99,1730
2010,10,0,199
2010,10,1,743
2010,10,10,11476
2010,10,2,551
2010,10,3,553
2010,10,4,734
2010,10,5,1195
2010,10,6,2223
2010,10,7,6038
2010,10,8,33186
2010,10,9,279048
2010,10,99,1531
2010,11,0,200
2010,11,1,725
2010,11,10,11111
2010,11,2,522
2010,11,3,494
2010,11,4,708
2010,11,5,1143
2010,11,6,2130
2010,11,7,5621
2010,11,8,32294
2010,11,9,270527
2010,11,99,1393
2010,12,0,203
2010,12,1,745
2010,12,10,11480
2010,12,2,507
2010,12,3,536
2010,12,4,764
2010,12,5,1214
2010,12,6,2225
2010,12,7,6317
2010,12,8,33738
2010,12,9,280360
2010,12,99,1576
2010,2,0,140
2010,2,1,655
2010,2,10,10546
2010,2,2,489
2010,2,3,516
2010,2,4,647
2010,2,5,1144
2010,2,6,2151
2010,2,7,5671
2010,2,8,32312
2010,2,9,246597
2010,2,99,1683
2010,3,0,165
2010,3,1,743
2010,3,10,11645
2010,3,2,550
2010,3,3,585
2010,3,4,766
2010,3,5,1241
2010,3,6,2278
2010,3,7,6279
2010,3,8,35486
2010,3,9,277645
2010,3,99,1836
2010,4,0,147
2010,4,1,739
2010,4,10,11253
2010,4,2,519
2010,4,3,514
2010,4,4,699
2010,4,5,1196
2010,4,6,2195
2010,4,7,6230
2010,4,8,34029
2010,4,9,266301
2010,4,99,1760
2010,5,0,179
2010,5,1,751
2010,5,10,11468
2010,5,2,556
2010,5,3,546
2010,5,4,711
2010,5,5,1234
2010,5,6,2221
2010,5,7,6204
2010,5,8,33383
2010,5,9,269973
2010,5,99,1734
2010,6,0,175
2010,6,1,746
2010,6,10,11763
2010,6,2,493
2010,6,3,526
2010,6,4,694
2010,6,5,1196
2010,6,6,2199
2010,6,7,6023
2010,6,8,33629
2010,6,9,276031
2010,6,99,1705
2010,7,0,169
2010,7,1,741
2010,7,10,12007
2010,7,2,495
2010,7,3,548
2010,7,4,754
2010,7,5,1206
2010,7,6,2324
2010,7,7,6404
2010,7,8,34463
2010,7,9,285024
2010,7,99,1740
2010,8,0,170
2010,8,1,772
2010,8,10,12416
2010,8,2,519
2010,8,3,521
2010,8,4,719
2010,8,5,1224
2010,8,6,2304
2010,8,7,6378
2010,8,8,34839
2010,8,9,289010
2010,8,99,1601
2010,9,0,173
2010,9,1,697
2010,9,10,12031
2010,9,2,548
2010,9,3,534
2010,9,4,706
2010,9,5,1197
2010,9,6,2267
2010,9,7,6224
2010,9,8,34104
2010,9,9,291393
2010,9,99,1565
2015,1,0,132
2015,1,1,714
2015,1,10,8868
2015,1,2,558
2015,1,3,548
2015,1,4,811
2015,1,5,1438
2015,1,6,2523
2015,1,7,6281
2015,1,8,33956
2015,1,9,269667
2015,1,99,1251
2015,10,0,136
2015,10,1,731
2015,10,10,8470
2015,10,2,559
2015,10,3,613
2015,10,4,819
2015,10,5,1403
2015,10,6,2521
2015,10,7,6744
2015,10,8,35178
2015,10,9,281464
2015,10,99,1266
2015,11,0,124
2015,11,1,672
2015,11,10,7965
2015,11,2,514
2015,11,3,517
2015,11,4,786
2015,11,5,1321
2015,11,6,2328
2015,11,7,6043
2015,11,8,32778
2015,11,9,265394
2015,11,99,1163
2015,12,0,144
2015,12,1,721
2015,12,10,8234
2015,12,2,531
2015,12,3,580
2015,12,4,810
2015,12,5,1344
2015,12,6,2563
